Iteration,Award Category,Winner,Film
70,Best Film Editing,As Good as It Gets,As Good as It Gets
70,Best Film Editing,Good Will Hunting,Good Will Hunting
70,Best Film Editing,L.A. Confidential,L.A. Confidential
70,Best Visual Effects,Titanic,Titanic
70,Best Visual Effects,The Lost World: Jurassic Park,The Lost World: Jurassic Park
70,Best Visual Effects,Starship Troopers,Starship Troopers
71,Best Picture,Shakespeare in Love,Shakespeare in Love
71,Best Picture,Elizabeth,Elizabeth
71,Best Picture,Life Is Beautiful,Life Is Beautiful
71,Best Picture,Saving Private Ryan,Saving Private Ryan
71,Best Picture,The Thin Red Line,The Thin Red Line
71,Best Directing,Steven Spielberg,Saving Private Ryan
71,Best Directing,Roberto Benigni,Life Is Beautiful
71,Best Directing,John Madden,Shakespeare in Love
71,Best Directing,Terrence Malick,The Thin Red Line
71,Best Directing,Peter Weir,The Truman Show
71,Best Actor in a Leading Role,Roberto Benigni,Life Is Beautiful
71,Best Actor in a Leading Role,Tom Hanks,Saving Private Ryan
71,Best Actor in a Leading Role,Ian McKellen,Gods and Monsters
71,Best Actor in a Leading Role,Nick Nolte,Affliction
71,Best Actor in a Leading Role,Edward Norton,American History X
71,Best Actress in a Leading Role,Gwyneth Paltrow,Shakespeare in Love
71,Best Actress in a Leading Role,Cate Blanchett,Elizabeth
71,Best Actress in a Leading Role,Fernanda Montenegro,Central Station
71,Best Actress in a Leading Role,Meryl Streep,One True Thing
71,Best Actress in a Leading Role,Emily Watson,Hilary and Jackie
71,Best Actor in a Supporting Role,James Coburn,Affliction
71,Best Actor in a Supporting Role,Robert Duvall,A Civil Action
71,Best Actor in a Supporting Role,Ed Harris,The Truman Show
71,Best Actor in a Supporting Role,Geoffrey Rush,Shakespeare in Love
71,Best Actor in a Supporting Role,Billy Bob Thornton,A Simple Plan
71,Best Actress in a Supporting Role,Judi Dench,Shakespeare in Love
71,Best Actress in a Supporting Role,Kathy Bates,Primary Colors
71,Best Actress in a Supporting Role,Brenda Blethyn,Little Voice
71,Best Actress in a Supporting Role,Rachel Griffiths,Hilary and Jackie
71,Best Actress in a Supporting Role,Lynn Redgrave,Gods and Monsters
71,Best Writing (Screenplay Written Directly for the Screen),Shakespeare in Love,Shakespeare in Love
71,Best Writing (Screenplay Written Directly for the Screen),Bulworth,Bulworth
71,Best Writing (Screenplay Written Directly for the Screen),Life Is Beautiful,Life Is Beautiful
71,Best Writing (Screenplay Written Directly for the Screen),Saving Private Ryan,Saving Private Ryan
71,Best Writing (Screenplay Written Directly for the Screen),The Truman Show,The Truman Show
71,Best Writing (Screenplay Based on Material Previously Produced or Published),Gods and Monsters,Gods and Monsters
71,Best Writing (Screenplay Based on Material Previously Produced or Published),Out of Sight,Out of Sight
71,Best Writing (Screenplay Based on Material Previously Produced or Published),Primary Colors,Primary Colors
71,Best Writing (Screenplay Based on Material Previously Produced or Published),A Simple Plan,A Simple Plan
71,Best Writing (Screenplay Based on Material Previously Produced or Published),The Thin Red Line,The Thin Red Line
71,Best Foreign Language Film,Life Is Beautiful (Italy) in Italian,Life Is Beautiful
71,Best Foreign Language Film,Central Station (Brazil) in Portuguese,Central Station
71,Best Foreign Language Film,Children of Heaven (Iran) in Persian,Children of Heaven
71,Best Foreign Language Film,The Grandfather (Spain) in Spanish,The Grandfather
71,Best Foreign Language Film,Tango (Argentina) in Spanish,Tango
71,Best Documentary (Feature),The Last Days,The Last Days
71,Best Documentary (Feature),Dancemaker,Dancemaker
71,Best Documentary (Feature),"The Farm: Angola, USA","The Farm: Angola, USA"
71,Best Documentary (Feature),Lenny Bruce: Swear to Tell the Truth,Lenny Bruce: Swear to Tell the Truth
71,Best Documentary (Feature),Regret to Inform,Regret to Inform
71,Best Documentary (Short Subject),The Personals: Improvisations on Romance in the Golden Years,The Personals: Improvisations on Romance in the Golden Years
71,Best Documentary (Short Subject),A Place in the Land,A Place in the Land
71,Best Documentary (Short Subject),Sunrise Over Tiananmen Square,Sunrise Over Tiananmen Square
71,Best Short Film (Live Action),Election Night,Election Night
71,Best Short Film (Live Action),Culture,Culture
71,Best Short Film (Live Action),Holiday Romance,Holiday Romance
71,Best Short Film (Live Action),La Carte Postale,La Carte Postale
71,Best Short Film (Live Action),Victor,Victor
71,Best Short Film (Animated),Bunny,Bunny
71,Best Short Film (Animated),The Canterbury Tales,The Canterbury Tales
71,Best Short Film (Animated),Jolly Roger,Jolly Roger
71,Best Short Film (Animated),More,More
71,Best Short Film (Animated),When Life Departs,When Life Departs
71,Best Music (Original Dramatic Score),Life Is Beautiful,Life Is Beautiful
71,Best Music (Original Dramatic Score),Elizabeth,Elizabeth
71,Best Music (Original Dramatic Score),Pleasantville,Pleasantville
71,Best Music (Original Dramatic Score),Saving Private Ryan,Saving Private Ryan
71,Best Music (Original Dramatic Score),The Thin Red Line,The Thin Red Line
71,Best Music (Original Musical or Comedy Score),Shakespeare in Love,Shakespeare in Love
71,Best Music (Original Musical or Comedy Score),A Bug's Life,A Bug's Life
71,Best Music (Original Musical or Comedy Score),Mulan,Mulan
71,Best Music (Original Musical or Comedy Score),Patch Adams,Patch Adams
71,Best Music (Original Musical or Comedy Score),The Prince of Egypt,The Prince of Egypt
71,Best Music (Original Song),"""When You Believe"" from The Prince of Egypt",The Prince of Egypt
71,Best Music (Original Song),"""I Don't Want to Miss a Thing"" from Armageddon",Armageddon
71,Best Music (Original Song),"""That'll Do"" from Babe: Pig in the City",Babe: Pig in the City
71,Best Music (Original Song),"""A Soft Place to Fall"" from The Horse Whisperer",The Horse Whisperer
71,Best Music (Original Song),"""The Prayer"" from Quest for Camelot",Quest for Camelot
71,Best Sound Effects Editing,Saving Private Ryan,Saving Private Ryan
71,Best Sound Effects Editing,Armageddon,Armageddon
71,Best Sound Effects Editing,The Mask of Zorro,The Mask of Zorro
71,Best Sound,Saving Private Ryan,Saving Private Ryan
71,Best Sound,Armageddon,Armageddon
71,Best Sound,The Mask of Zorro,The Mask of Zorro
71,Best Sound,Shakespeare in Love,Shakespeare in Love
71,Best Sound,The Thin Red Line,The Thin Red Line
71,Best Art Direction,Shakespeare in Love,Shakespeare in Love
71,Best Art Direction,Elizabeth,Elizabeth
71,Best Art Direction,Pleasantville,Pleasantville
71,Best Art Direction,Saving Private Ryan,Saving Private Ryan
71,Best Art Direction,What Dreams May Come,What Dreams May Come
71,Best Cinematography,Saving Private Ryan,Saving Private Ryan
71,Best Cinematography,A Civil Action,A Civil Action
71,Best Cinematography,Elizabeth,Elizabeth
71,Best Cinematography,Shakespeare in Love,Shakespeare in Love
71,Best Cinematography,The Thin Red Line,The Thin Red Line
71,Best Makeup,Elizabeth,Elizabeth
71,Best Makeup,Saving Private Ryan,Saving Private Ryan
71,Best Makeup,Shakespeare in Love,Shakespeare in Love
71,Best Costume Design,Shakespeare in Love,Shakespeare in Love
71,Best Costume Design,Beloved,Beloved
71,Best Costume Design,Elizabeth,Elizabeth
71,Best Costume Design,Pleasantville,Pleasantville
71,Best Costume Design,Velvet Goldmine,Velvet Goldmine
71,Best Film Editing,Saving Private Ryan,Saving Private Ryan
71,Best Film Editing,Life Is Beautiful,Life Is Beautiful
71,Best Film Editing,Out of Sight,Out of Sight
71,Best Film Editing,Shakespeare in Love,Shakespeare in Love
71,Best Film Editing,The Thin Red Line,The Thin Red Line
71,Best Visual Effects,What Dreams May Come,What Dreams May Come
71,Best Visual Effects,Armageddon,Armageddon
71,Best Visual Effects,Mighty Joe Young,Mighty Joe Young
72,Best Picture,American Beauty,American Beauty
72,Best Picture,The Cider House Rules,The Cider House Rules
72,Best Picture,The Green Mile,The Green Mile
72,Best Picture,The Insider,The Insider
72,Best Picture,The Sixth Sense,The Sixth Sense
72,Best Directing,Sam Mendes,American Beauty
72,Best Directing,Lasse Hallström,The Cider House Rules
72,Best Directing,Spike Jonze,Being John Malkovich
72,Best Directing,Michael Mann,The Insider
72,Best Directing,M. Night Shyamalan,The Sixth Sense
72,Best Actor in a Leading Role,Kevin Spacey,American Beauty
72,Best Actor in a Leading Role,Russell Crowe,The Insider
72,Best Actor in a Leading Role,Richard Farnsworth,The Straight Story
72,Best Actor in a Leading Role,Sean Penn,Sweet and Lowdown
72,Best Actor in a Leading Role,Denzel Washington,The Hurricane
72,Best Actress in a Leading Role,Hilary Swank,Boys Don't Cry
72,Best Actress in a Leading Role,Annette Bening,American Beauty
72,Best Actress in a Leading Role,Janet McTeer,Tumbleweeds
72,Best Actress in a Leading Role,Julianne Moore,The End of the Affair
72,Best Actress in a Leading Role,Meryl Streep,Music of the Heart
72,Best Actor in a Supporting Role,Michael Caine,The Cider House Rules
72,Best Actor in a Supporting Role,Tom Cruise,Magnolia
72,Best Actor in a Supporting Role,Michael Clarke Duncan,The Green Mile
72,Best Actor in a Supporting Role,Jude Law,The Talented Mr. Ripley
72,Best Actor in a Supporting Role,Haley Joel Osment,The Sixth Sense
72,Best Actress in a Supporting Role,Angelina Jolie,"Girl, Interrupted"
72,Best Actress in a Supporting Role,Toni Collette,The Sixth Sense
72,Best Actress in a Supporting Role,Catherine Keener,Being John Malkovich
72,Best Actress in a Supporting Role,Samantha Morton,Sweet and Lowdown
72,Best Actress in a Supporting Role,Chloë Sevigny,Boys Don't Cry
72,Best Writing (Screenplay Written Directly for the Screen),American Beauty,American Beauty
72,Best Writing (Screenplay Written Directly for the Screen),Being John Malkovich,Being John Malkovich
72,Best Writing (Screenplay Written Directly for the Screen),Magnolia,Magnolia
72,Best Writing (Screenplay Written Directly for the Screen),The Sixth Sense,The Sixth Sense
72,Best Writing (Screenplay Written Directly for the Screen),Topsy-Turvy,Topsy-Turvy
72,Best Writing (Screenplay Based on Material Previously Produced or Published),The Cider House Rules,The Cider House Rules
72,Best Writing (Screenplay Based on Material Previously Produced or Published),Election,Election
72,Best Writing (Screenplay Based on Material Previously Produced or Published),The Green Mile,The Green Mile
72,Best Writing (Screenplay Based on Material Previously Produced or Published),The Insider,The Insider
72,Best Writing (Screenplay Based on Material Previously Produced or Published),The Talented Mr. Ripley,The Talented Mr. Ripley
72,Best Foreign Language Film,All About My Mother (Spain) in Spanish,All About My Mother
72,Best Foreign Language Film,East/West (France) in French,East/West
72,Best Foreign Language Film,Himalaya: Caravan (Nepal) in Nepalese,Himalaya: Caravan
72,Best Foreign Language Film,Solomon & Gaenor (United Kingdom) in Welsh,Solomon & Gaenor
72,Best Foreign Language Film,Under the Sun (Sweden) in Swedish,Under the Sun
72,Best Documentary (Feature),One Day in September,One Day in September
72,Best Documentary (Feature),Buena Vista Social Club,Buena Vista Social Club
72,Best Documentary (Feature),Genghis Blues,Genghis Blues
72,Best Documentary (Feature),On the Ropes,On the Ropes
72,Best Documentary (Feature),Speaking in Strings,Speaking in Strings
72,Best Documentary (Short Subject),King Gimp,King Gimp
72,Best Documentary (Short Subject),Eyewitness,Eyewitness
72,Best Documentary (Short Subject),The Wildest Show in the South: The Angola Prison Rodeo,The Wildest Show in the South: The Angola Prison Rodeo
72,Best Short Film (Live Action),My Mother Dreams the Satan's Disciples in New York,My Mother Dreams the Satan's Disciples in New York
72,Best Short Film (Live Action),"Bror, Min Bror","Bror, Min Bror"
72,Best Short Film (Live Action),Killing Joe,Killing Joe
72,Best Short Film (Live Action),Kleingeld,Kleingeld
72,Best Short Film (Live Action),Major and Minor Miracles,Major and Minor Miracles
72,Best Short Film (Animated),The Old Man and the Sea,The Old Man and the Sea
72,Best Short Film (Animated),3 Misses,3 Misses
72,Best Short Film (Animated),Humdrum,Humdrum
72,Best Short Film (Animated),My Grandmother Ironed the King's Shirts,My Grandmother Ironed the King's Shirts
72,Best Short Film (Animated),When the Day Breaks,When the Day Breaks
72,Best Music (Original Score),The Red Violin,The Red Violin
72,Best Music (Original Score),American Beauty,American Beauty
72,Best Music (Original Score),Angela's Ashes,Angela's Ashes
72,Best Music (Original Score),The Cider House Rules,The Cider House Rules
72,Best Music (Original Score),The Talented Mr. Ripley,The Talented Mr. Ripley
72,Best Music (Original Song),"""You'll Be in My Heart"" from Tarzan",Tarzan
72,Best Music (Original Song),"""Blame Canada"" from South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut"
72,Best Music (Original Song),"""Music of My Heart"" from Music of the Heart",Music of the Heart
72,Best Music (Original Song),"""Save Me"" from Magnolia",Magnolia
72,Best Music (Original Song),"""When She Loved Me"" from Toy Story 2",Toy Story 2
72,Best Sound Effects Editing,The Matrix,The Matrix
72,Best Sound Effects Editing,Fight Club,Fight Club
72,Best Sound Effects Editing,Star Wars: Episode I,Star Wars: Episode I – The Phantom Menace
72,Best Sound,The Matrix,The Matrix
72,Best Sound,The Green Mile,The Green Mile
72,Best Sound,The Insider,The Insider
72,Best Sound,The Mummy,The Mummy
72,Best Sound,Star Wars: Episode I,Star Wars: Episode I – The Phantom Menace
72,Best Art Direction,Sleepy Hollow,Sleepy Hollow
72,Best Art Direction,Anna and the King,Anna and the King
72,Best Art Direction,The Cider House Rules,The Cider House Rules
72,Best Art Direction,The Talented Mr. Ripley,The Talented Mr. Ripley
72,Best Art Direction,Topsy-Turvy,Topsy-Turvy
72,Best Cinematography,American Beauty,American Beauty
72,Best Cinematography,The End of the Affair,The End of the Affair
72,Best Cinematography,The Insider,The Insider
72,Best Cinematography,Sleepy Hollow,Sleepy Hollow
72,Best Cinematography,Snow Falling on Cedars,Snow Falling on Cedars
72,Best Makeup,Topsy-Turvy,Topsy-Turvy
72,Best Makeup,Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me
72,Best Makeup,Bicentennial Man,Bicentennial Man
72,Best Makeup,Life,Life
72,Best Costume Design,Topsy-Turvy,Topsy-Turvy
72,Best Costume Design,Anna and the King,Anna and the King
72,Best Costume Design,Sleepy Hollow,Sleepy Hollow
72,Best Costume Design,The Talented Mr. Ripley,The Talented Mr. Ripley
72,Best Costume Design,Titus,Titus
72,Best Film Editing,The Matrix,The Matrix
72,Best Film Editing,American Beauty,American Beauty
