Movie_Name,Release_Date,Box_Office,Run_Time,Languages
Sunday Bloody Sunday,1971-01-01,,110,
Sundays and Cybele,1962-01-01,,111,
Sundown,1941-01-01,873808.00,90,
Sunny,1941-01-01,1096000.00,98,
Sunrise at Campobello,1960-01-01,,144,
Sunrise Over Tiananmen Square,1998-01-01,,29,
Sunrise: A Song of Two Humans,1927-01-01,818000.00,95,
Sunset,1988-01-01,4600000.00,107,
Sunset Boulevard,1950-01-01,5000000.00,110,
Super Chief: The Life and Legacy of Earl Warren,1989-01-01,,88,
Super Size Me,2004-01-01,22200000.00,98,
Superman,1941-01-01,,10,
Superman,1978-01-01,300500000.00,143,
Superman Returns,2006-01-01,391100000.00,154,
Surf's Up,2007-01-01,152000000.00,85,
Surogat,1961-01-01,,10,
Survival City,1955-01-01,,20,
Susan Slept Here,1954-01-01,2250000.00,98,
Suspicion,1941-01-01,4500000.00,99,
Suzanne Farrell: Elusive Muse,1996-01-01,,90,
Suzy,1936-01-01,,93,
Svengali,1931-01-01,,81,
Swan Song,1992-01-01,,23,
Swanee River,1939-01-01,,84,
Swedes in America,1943-01-01,,,
Sweeney Todd: The Demon Barber of Fleet Street,2007-01-01,153400000.00,116,
Sweet and Low-Down,1944-01-01,1250000.00,76,
Sweet and Lowdown,1999-01-01,4197015.00,95,
Sweet Bird of Youth,1962-01-01,2700000.00,120,
Sweet Charity,1969-01-01,8000000.00,149,
Sweet Dreams,1985-01-01,9100000.00,115,
Sweethearts,1938-01-01,2000000.00,114,
Swing High,1932-01-01,,10,
Swing Shift,1984-01-01,6600000.00,100,
Swing Time,1936-01-01,2600000.00,103,
Swingtime in the Movies,1938-01-01,,20,
Swiss Family Robinson,1940-01-01,890000.00,92,
Swooner Crooner,1944-01-01,,721,
Sword Fishing,1939-01-01,,10,
Symphony of a City,1947-01-01,,18,
Syriana,2005-01-01,94000000.00,128,
T-Men,1947-01-01,1600000.00,92,
Tabasco Road,1957-01-01,,633,
Tabu: A Story of the South Seas,1931-01-01,472000.00,84,
"Take a Letter, Darling",1942-01-01,1800000.00,92,
Take the High Ground!,1953-01-01,2855000.00,101,
Talk to Her,2002-01-01,64800000.00,112,
"Tall, Dark and Handsome",1941-01-01,,78,
Tammy and the Bachelor,1957-01-01,3000000.00,89,
Tangerines,2013-01-01,1052799.00,87,
Tangled,2010-01-01,592500000.00,100,
Tango,1981-01-01,,8,
Tango,1998-01-01,1600000.00,115,
Tanks a Million,1941-01-01,283707.00,50,
Tanna,2015-01-01,69961.00,100,
Tár,2022-01-01,29200000.00,158,
Taras Bulba,1962-01-01,3400000.00,122,
Target for Tonight,1941-01-01,100000.00,48,
Tarzan,1999-01-01,448200000.00,88,
Taxi Driver,1976-01-01,28600000.00,114,
Taxi to the Dark Side,2007-01-01,,106,
Tchaikovsky,1970-01-01,,157,
Tea for Two Hundred,1948-01-01,,640,
Teacher's Pet,1958-01-01,2700000.00,120,
Technological Threat,1988-01-01,,5,
Ted,2012-01-01,549400000.00,106,
"Teddy, the Rough Rider",1940-01-01,,19,
Teenage Father,1978-01-01,,25,
Teenage Rebel,1956-01-01,,94,
Tell It Like a Woman,2022-01-01,,110,
Tell the Truth and Run: George Seldes and the American Press,1996-01-01,,111,
Tempest,1928-01-01,,111,
Ten Gentlemen from West Point,1942-01-01,1000000.00,103,
Tender Is the Night,1962-01-01,1250000.00,142,
Tender Mercies,1983-01-01,8400000.00,92,
Tenet,2020-01-01,365900000.00,150,
Tequila Sunrise,1988-01-01,105900000.00,115,
Teresa,1951-01-01,1783000.00,102,
Terminator 2: Judgment Day,1991-01-01,519.00,137,
Terminus,1961-01-01,,33,
Terms of Endearment,1983-01-01,165000000.00,132,
Tess,1979-01-01,20100000.00,172,
Test Pilot,1938-01-01,3900000.00,118,
Testament,1983-01-01,2000000.00,90,
Thank God It's Friday,1978-01-01,7300000.00,89,
Thank Your Lucky Stars,1943-01-01,3621000.00,127,
Thanks a Million,1935-01-01,,87,
That Certain Age,1938-01-01,2000000.00,95,
That Forsyte Woman,1949-01-01,3710000.00,112,
That Girl from Paris,1936-01-01,1000000.00,104,
That Hamilton Woman,1941-01-01,1000000.00,128,
That Lady in Ermine,1948-01-01,1500000.00,89,
That Man from Rio,1964-01-01,,110,
That Mothers Might Live,1938-01-01,,10,
That Obscure Object of Desire,1977-01-01,,102,
That Thing You Do!,1996-01-01,34600000.00,108,
That Touch of Mink,1962-01-01,17600000.00,99,
That Uncertain Feeling,1941-01-01,,84,
That Wasn't Me,2012-01-01,,25,
That's Life!,1986-01-01,4000000.00,102,
That's Me,1963-01-01,,15,
The 100-Year-Old Man Who Climbed Out of the Window and Disappeared,2013-01-01,51200000.00,112,
The 400 Blows,1959-01-01,30700000.00,99,
"The 5,000 Fingers of Dr. T.",1953-01-01,,92,
The 500 Hats of Bartholomew Cubbins,1943-01-01,,,
The 81st Blow,1974-01-01,,115,
The ABCs of Book Banning,2023-01-01,,27,
The Absent-Minded Professor,1961-01-01,25300000.00,97,
The Absent-Minded Waiter,1977-01-01,,7,
The Abyss,1989-01-01,90000000.00,140,
The Accidental Tourist,1988-01-01,32600000.00,121,
The Accountant,2001-01-01,,40,
The Accused,1988-01-01,32100000.00,111,
The Act of Killing,2012-01-01,722714.00,122,
The Actress,1953-01-01,914000.00,90,
The Addams Family,1991-01-01,191500000.00,99,
The Adventures of Baron Munchausen,1988-01-01,8100000.00,126,
The Adventures of Mark Twain,1944-01-01,2350000.00,130,
"The Adventures of Priscilla, Queen of the Desert",1994-01-01,29700000.00,103,
The Adventures of Robin Hood,1938-01-01,3981000.00,102,
The Adventures of Tintin,2011-01-01,374000000.00,107,
The Adventures of Tom Sawyer,1938-01-01,2000000.00,91,
The Affair of the Necklace,2001-01-01,1200000.00,118,
The Affairs of Cellini,1934-01-01,,80,
The Affairs of Susan,1945-01-01,,110,
The African Queen,1951-01-01,10750000.00,105,
The After,2023-01-01,,18,
The Age of Innocence,1993-01-01,68000000.00,139,
The Agony and the Ecstasy,1965-01-01,8000000.00,138,
The Alamo,1960-01-01,20000000.00,202,
The Alaskan Eskimo,1953-01-01,,27,
The Amazing Mrs. Holliday,1943-01-01,1400000.00,96,
The American President,1995-01-01,107900000.00,113,
The Americanization of Emily,1964-01-01,4000000.00,115,
The Amityville Horror,1979-01-01,86400000.00,118,
The Anderson Platoon,1967-01-01,,60,
The Andromeda Strain,1971-01-01,12400000.00,130,
The Angry Silence,1960-01-01,,95,
The Apartment,1960-01-01,24600000.00,125,
The Apostle,1997-01-01,21300000.00,134,
The Appointments of Dennis Jennings,1988-01-01,,29,
The Apprentice,2024-01-01,17300000.00,122,
The Apprenticeship of Duddy Kravitz,1974-01-01,1700000.00,120,
The Artist,2011-01-01,133400000.00,100,
The Asphalt Jungle,1950-01-01,2100000.00,112,
The Assassination of Jesse James by the Coward Robert Ford,2007-01-01,15300000.00,160,
The Assault,1986-01-01,,144,
The Atomic City,1952-01-01,,85,
The Avengers,2012-01-01,1521000000.00,143,
The Aviator,2004-01-01,213700000.00,170,
The Awakening,1928-01-01,,90,
The Awful Truth,1937-01-01,3000000.00,91,
The Baader Meinhof Complex,2008-01-01,16498827.00,149,
The Baby Maker,1970-01-01,,109,
The Bachelor and the Bobby-Soxer,1947-01-01,5550000.00,95,
The Bachelor Party,1957-01-01,1500000.00,92,
The Bad and the Beautiful,1952-01-01,3373000.00,118,
The Bad Seed,1956-01-01,4100000.00,129,
The Balcony,1963-01-01,1200000.00,84,
The Ball,1983-01-01,,110,
The Ballad of Buster Scruggs,2018-01-01,,133,
The Band Wagon,1953-01-01,3500000.00,111,
The Banshees of Inisherin,2022-01-01,52300000.00,114,
The Barbarian Invasions,2003-01-01,34900000.00,99,
The Barber of Birmingham,2011-01-01,,25,
The Barber of Little Rock,2023-01-01,,,
The Barefoot Contessa,1954-01-01,3300000.00,130,
The Barker,1928-01-01,,87,
The Barkleys of Broadway,1949-01-01,4400000.00,109,
The Barretts of Wimpole Street,1934-01-01,1258000.00,110,
The Batman,2022-01-01,772300000.00,176,
The Battle of Algiers,1966-01-01,879794.00,136,
The Battle of Gettysburg,1955-01-01,,30,
The Battle of Midway,1942-01-01,,18,
The Battle of Russia,1943-01-01,,83,
The Battle of the Bulge... The Brave Rifles,1965-01-01,,52,
The Battle Over Citizen Kane,1996-01-01,,113,
The Bear,1988-01-01,31753898.00,94,
The Bells of St. Mary's,1945-01-01,21300000.00,126,
The Bespoke Overcoat,1956-01-01,,33,
The Best Little Whorehouse in Texas,1982-01-01,69700000.00,114,
The Best Man,1964-01-01,,102,
The Best of Everything,1959-01-01,,121,
The Best Things in Life Are Free,1956-01-01,2700000.00,104,
The Best Years of Our Lives,1946-01-01,23700000.00,172,
The Betrayal – Nerakhoon,2008-01-01,,87,
The Bible: In the Beginning...,1966-01-01,34900000.00,174,
The Big Broadcast of 1936,1935-01-01,,97,
The Big Broadcast of 1938,1938-01-01,,,
The Big Chill,1983-01-01,56400000.00,105,
The Big Country,1958-01-01,3500000.00,166,
The Big Fisherman,1959-01-01,3000000.00,180,
The Big House,1930-01-01,1715000.00,87,
The Big Pond,1930-01-01,,78,
The Big Short,2015-01-01,133400000.00,130,
The Big Sick,2017-01-01,56400000.00,120,
The Big Sky,1952-01-01,1650000.00,122,
The Big Snit,1985-01-01,,10,
The Big Story,1994-01-01,,,
The Bigger Picture,2014-01-01,,8,
The Birdcage,1996-01-01,185300000.00,117,
The Birds,1963-01-01,11400000.00,119,
The Bishop's Wife,1947-01-01,3000000.00,109,
The Black Dahlia,2006-01-01,49300000.00,120,
The Black Hole,1979-01-01,35800000.00,98,
The Black Rose,1950-01-01,2650000.00,121,
The Black Stallion,1979-01-01,37800000.00,118,
The Black Swan,1942-01-01,2586000.00,85,
The Blind Side,2009-01-01,309200000.00,126,
The Blood of Yingzhou District,2006-01-01,,39,
The Blue Bird,1940-01-01,,88,
The Blue Dahlia,1946-01-01,2750000.00,100,
The Blue Lagoon,1980-01-01,58800000.00,105,
The Blue Veil,1951-01-01,3550000.00,113,
The Boat Is Full,1981-01-01,,101,
The Bodyguard,1992-01-01,411000000.00,129,
The Bold and the Brave,1956-01-01,1400000.00,87,
The Bolero,1973-01-01,,26,
The Bolshoi Ballet,1957-01-01,,100,
The Book Thief,2013-01-01,76600000.00,130,
The Boss Baby,2017-01-01,528000000.00,97,
The Bostonians,1984-01-01,1009700.00,122,
The Bourne Ultimatum,2007-01-01,444100000.00,115,
The Box,1967-01-01,,9,
The Boxtrolls,2014-01-01,108300000.00,97,
The Boy and the Heron,2023-01-01,294200000.00,124,
The Boy Friend,1971-01-01,3000000.00,137,
"The Boy, the Mole, the Fox and the Horse",2022-01-01,,34,
The Boys from Brazil,1978-01-01,19000000.00,125,
The Boys from Syracuse,1940-01-01,,73,
The Boys of Paul Street,1969-01-01,,110,
The Brave One,1956-01-01,,100,
The Breadwinner,2017-01-01,4442537.00,94,
The Bridge,1959-01-01,,105,
The Bridge of San Luis Rey,1929-01-01,,86,
The Bridge of San Luis Rey,1944-01-01,900000.00,107,
The Bridge on the River Kwai,1957-01-01,30600000.00,161,
The Bridges at Toko-Ri,1954-01-01,4700000.00,102,
The Bridges of Madison County,1995-01-01,182000000.00,134,
The Brink's Job,1978-01-01,14500000.00,104,
The Broadcast Tapes of Dr. Peter,1993-01-01,,45,
The Broadway Melody,1929-01-01,4400000.00,100,
The Broken Circle Breakdown,2012-01-01,6000000.00,111,
The Brothers Karamazov,1958-01-01,5400000.00,145,
The Brothers Karamazov,1969-01-01,,232,
The Brutalist,2024-01-01,47600000.00,215,
The Buccaneer,1938-01-01,2000000.00,126,
The Buccaneer,1958-01-01,3200000.00,119,
The Buddy Holly Story,1978-01-01,14300000.00,114,
The Burmese Harp,1956-01-01,33763.00,143,
The Caddy,1953-01-01,3500000.00,95,
The Caine Mutiny,1954-01-01,21800000.00,125,
The Calico Dragon,1935-01-01,,,
The California Reich,1975-01-01,,55,
The Candidate,1972-01-01,2500000.00,109,
The Captain from Köpenick,1956-01-01,5600000.00,93,
The Captain's Paradise,1953-01-01,146548.00,93,
The Card,1952-01-01,163000.00,91,
The Cardinal,1963-01-01,11170588.00,175,
The Caretakers,1963-01-01,2050000.00,97,
The Case of Sergeant Grischa,1930-01-01,456000.00,82,
The Cat Came Back,1988-01-01,,8,
The Cat Concerto,1947-01-01,,732,
The Cathedral,2002-01-01,,628,
The Cave,2019-01-01,191703.00,95,
The Cell,2000-01-01,104100000.00,107,
The Chalk Garden,1964-01-01,3250000.00,106,
The Challenge... A Tribute to Modern Art,1974-01-01,,104,
The Champ,1931-01-01,1600000.00,87,
The Champ,1979-01-01,65000000.00,122,
The Charge of the Light Brigade,1936-01-01,3382000.00,115,
The Chicken,1965-01-01,,15,
The Chicken from Outer Space,1996-01-01,,,
The Children of Leningradsky,2005-01-01,,34,
The Children of Soong Ching Ling,1984-01-01,,29,
The Children of Theatre Street,1977-01-01,,90,
The Children's Hour,1961-01-01,3000000.00,107,
The Children's Storefront,1988-01-01,,14,
The China Syndrome,1979-01-01,51700000.00,122,
The Chocolate Soldier,1941-01-01,,102,
The Chorus,2004-01-01,83600000.00,96,
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-01-01,745000000.00,143,
The ChubbChubbs!,2002-01-01,,5,
The Cider House Rules,1999-01-01,88500000.00,125,
The Circus,1928-01-01,3800000.00,70,
The Citadel,1938-01-01,2598000.00,110,
The Clan of the Cave Bear,1986-01-01,2000000.00,98,
The Class,2008-01-01,29300000.00,128,
The Client,1994-01-01,117600000.00,121,
The Climax,1944-01-01,,86,
The Collector,1965-01-01,3500000.00,119,
The Collector of Bedford Street,2002-01-01,,36,
The Color of Money,1986-01-01,52300000.00,120,
The Color Purple,1985-01-01,98400000.00,154,
The Color Purple,2023-01-01,68800000.00,141,
The Colours of My Father: A Portrait of Sam Borenstein,1992-01-01,,29,
The Commitments,1991-01-01,14900000.00,118,
The Competition,1980-01-01,14300000.00,126,
The Confession,2010-01-01,,26,
The Conformist,1970-01-01,207300000.00,108,
The Conquest of Everest,1953-01-01,158584.00,78,
The Conscience of Nhem En,2008-01-01,,34,
The Constant Gardener,2005-01-01,82400000.00,129,
The Constant Nymph,1943-01-01,3452000.00,112,
The Contender,2000-01-01,22400000.00,126,
The Conversation,1974-01-01,4900000.00,113,
The Cooler,2003-01-01,10400000.00,101,
The Cop,1928-01-01,,77,
The Corn Is Green,1945-01-01,3649000.00,115,
The Corsican Brothers,1941-01-01,1300000.00,111,
The Cotton Club,1984-01-01,25900000.00,128,
The Counterfeiters,2007-01-01,20200000.00,98,
The Country Cousin,1936-01-01,,9,
The Country Girl,1954-01-01,6500000.00,104,
The Courage to Care,1985-01-01,,,
The Court-Martial of Billy Mitchell,1955-01-01,3000000.00,100,
The Cove,2009-01-01,1140043.00,87,
The Cow,1989-01-01,,,
The Cowboy and the Lady,1938-01-01,,91,
The Creator,2023-01-01,104300000.00,133,
The Crime of Father Amaro,2002-01-01,27000000.00,118,
The Criminal Code,1931-01-01,,96,
The Critic,1963-01-01,,,
The Croods,2013-01-01,587300000.00,98,
The Crowd,1928-01-01,,98,
The Crucible,1996-01-01,7300000.00,126,
The Cruel Sea,1953-01-01,840000.00,126,
The Crunch Bird,1971-01-01,,2,
The Crusades,1935-01-01,1700000.00,125,
The Crush,2010-01-01,,15,
The Cry of Reason: Beyers Naude - An Afrikaner Speaks Out,1988-01-01,,58,
The Crying Game,1992-01-01,71000000.00,111,
The Curious Case of Benjamin Button,2008-01-01,335800000.00,166,
The Dam Busters,1955-01-01,419528.00,124,
The Dam Keeper,2014-01-01,,18,
The Damned,1969-01-01,2638507.00,154,
The Danish Girl,2015-01-01,64200000.00,120,
The Danish Poet,2006-01-01,,15,
The Dark Angel,1935-01-01,,110,
The Dark at the Top of the Stairs,1960-01-01,,123,
The Dark Knight,2008-01-01,1006000000.00,152,
The Dark Mirror,1946-01-01,2750000.00,85,
The Dark Wave,1956-01-01,,23,
The Dawn Patrol,1930-01-01,1624000.00,90,
The Dawns Here Are Quiet,1972-01-01,,188,
The Day After Trinity,1981-01-01,,88,
The Day of the Dolphin,1973-01-01,,104,
The Day of the Jackal,1973-01-01,16056255.00,142,
The Day of the Locust,1975-01-01,,144,
The Dead,1987-01-01,4370078.00,83,
The Death of Kevin Carter: Casualty of the Bang Bang Club,2004-01-01,,27,
The Decline of the American Empire,1986-01-01,30000000.00,101,
The Deep,1977-01-01,100000000.00,124,
The Deer Hunter,1978-01-01,49000000.00,184,
The Defiant Ones,1958-01-01,2750000.00,96,
The Deluge,1974-01-01,,287,
The Departed,2006-01-01,291500000.00,151,
The Descendants,2011-01-01,177200000.00,115,
The Desert Rats,1953-01-01,1100000.00,88,
The Desert Song,1943-01-01,4595000.00,90,
The Devil and Miss Jones,1941-01-01,1400000.00,92,
The Devil Dancer,1927-01-01,,73,
The Devil Pays Off,1941-01-01,,70,
The Devil Strikes at Night,1957-01-01,,105,
The Devil Wears Prada,2006-01-01,326700000.00,109,
The Devil's Holiday,1930-01-01,,80,
The Diary of Anne Frank,1959-01-01,2300000.00,179,
The Dirty Dozen,1967-01-01,45300000.00,150,
The Disaster Artist,2017-01-01,29800000.00,103,
The Discreet Charm of the Bourgeoisie,1972-01-01,286916.00,101,
The Divided Trail: A Native American Odyssey,1978-01-01,,33,
The Divine Lady,1929-01-01,,99,
The Diving Bell and the Butterfly,2007-01-01,19800000.00,112,
The Divorcee,1930-01-01,,84,
The Dizzy Acrobat,1943-01-01,,640,
The Dollar Bottom,1981-01-01,,33,
The Dolly Sisters,1945-01-01,4000000.00,114,
The Doorway to Hell,1930-01-01,688000.00,78,
The Dot and the Line,1965-01-01,,10,
The Dove,1927-01-01,,90,
The Dove,1968-01-01,,15,
The Drag,1966-01-01,,8,
The Dress,2020-01-01,,30,
The Dresser,1983-01-01,5300000.00,118,
The Duchess,2008-01-01,43300000.00,110,
The Earrings of Madame de...,1953-01-01,,105,
The Eddy Duchin Story,1956-01-01,5300000.00,123,
The Edge of Democracy,2019-01-01,,121,
The Egg and I,1947-01-01,5500000.00,108,
The Egyptian,1954-01-01,4250000.00,140,
The Eleanor Roosevelt Story,1965-01-01,,90,
The Electric Horseman,1979-01-01,61800000.00,121,
The Elementary School,1991-01-01,13000000.00,100,
The Elephant Man,1980-01-01,26000000.00,123,
The Elephant Whisperers,2022-01-01,,39,
The Eleven O'Clock,2016-01-01,,13,
The Emigrants,1971-01-01,,192,
The Emperor Waltz,1948-01-01,4000000.00,106,
The Emperor's New Groove,2000-01-01,169700000.00,78,
The Enchanted Cottage,1945-01-01,,91,
The End of the Affair,1999-01-01,10800000.00,102,
The End of the Game,1975-01-01,,29,
The End of the Road,1976-01-01,,23,
The Enemy Below,1957-01-01,,98,
The English Patient,1996-01-01,232000000.00,162,
The Entertainer,1960-01-01,57323.00,107,
The Eruption of Mount St. Helens!,1980-01-01,,25,
The Eternal Memory,2023-01-01,120794.00,85,
The Europeans,1979-01-01,1220000.00,90,
The Exorcist,1973-01-01,441300000.00,122,
The Eyes of Tammy Faye,2021-01-01,3800000.00,126,
The Fabelmans,2022-01-01,45600000.00,151,
The Fabulous Baker Boys,1989-01-01,18400000.00,114,
The Face of a Genius,1966-01-01,,,
The Face of Lincoln,1955-01-01,,20,
The Facts of Life,1960-01-01,3200000.00,103,
The Fall of the Roman Empire,1964-01-01,4800000.00,185,
The Fallen Idol,1948-01-01,215823.00,95,
The Fallen Sparrow,1943-01-01,1500000.00,94,
The Family,1987-01-01,,137,
The Family That Dwelt Apart,1973-01-01,,7,
The Fantastic Flying Books of Mr. Morris Lessmore,2011-01-01,,15,
"The Farm: Angola, USA",1998-01-01,,88,
The Farmer's Daughter,1947-01-01,3300000.00,97,
The Father,2020-01-01,36000000.00,97,
The Favourite,2018-01-01,96000000.00,120,
The Field,1990-01-01,1600000.00,107,
The Fifth Element,1997-01-01,263900000.00,126,
The Fight for Life,1940-01-01,,69,
The Fight: Science Against Cancer,1950-01-01,,21,
The Fighter,2010-01-01,129200000.00,116,
The Fighting Lady,1944-01-01,900000.00,61,
The Fighting Seabees,1944-01-01,1900000.00,100,
The Fighting Sullivans,1944-01-01,2.43,112,
The Final Inch,2009-01-01,,38,
The Finest Hours,1964-01-01,,116,
The Firemen's Ball,1967-01-01,,73,
The Firm,1993-01-01,270200000.00,154,
The First Wives Club,1996-01-01,181000000.00,103,
The Fisher King,1991-01-01,72400000.00,137,
The Five Cities of June,1963-01-01,,36,
The Five Pennies,1959-01-01,3000000.00,117,
The Fixer,1968-01-01,,132,
The Flame and the Arrow,1950-01-01,5626000.00,88,
The Flame of New Orleans,1941-01-01,,79,
The Flight of the Gossamer Condor,1978-01-01,,27,
The Flight of the Phoenix,1965-01-01,3000000.00,142,
The Florida Project,2017-01-01,11300000.00,111,
The Fly,1980-01-01,,3,
The Fly,1986-01-01,60600000.00,96,
The Flying Sailor,2022-01-01,,8,
The Fog of War,2003-01-01,5000000.00,107,
The Formula,1980-01-01,8900000.00,117,
The Forth Road Bridge,1965-01-01,,55,
The Fortune Cookie,1966-01-01,6800000.00,125,
The Four Days of Naples,1962-01-01,2000000.00,124,
The Four Musketeers,1974-01-01,8760000.00,108,
The Four Poster,1952-01-01,,103,
The Fox,1967-01-01,19100000.00,110,
The Foxes of Harrow,1947-01-01,3150000.00,117,
The French Connection,1971-01-01,75000000.00,104,
The French Lieutenant's Woman,1981-01-01,26900000.00,127,
"The Frog, the Dog and the Devil",1986-01-01,,10,
The Frogmen,1951-01-01,2100000.00,96,
